# This file is generated by MACS								
# ARGUMENTS LIST:								
# name = GR_Dex_Peaks								
# ChIP-seq file = signal.bed								
# control file = bg.bed								
# effective genome size = 2.70e+09								
# tag size = 25								
# band width = 300								
# model fold = 20								
# pvalue cutoff = 1.00e-10								
"# Ranges for calculating regional lambda are : 1000,5000,10000"								
# d = 67								
chr	start	end	length	summit	tags	something	fold_enrichment	FDR(%)
chr7	50840459	50840790	332	158	63	402.45	29.42	2.17
chr7	50873204	50873516	313	164	37	132.46	9.53	12.38
chr7	50988514	50988839	326	158	28	109.16	13.01	18.53
chr7	51138055	51138300	246	134	24	172.37	25.88	7.65
chr7	51243967	51244114	148	81	21	135.21	10.84	11.94
chr7	51424818	51425370	553	358	63	153.83	7.39	9.25
chr7	51641720	51642145	426	66	39	243.88	17.74	4.33
chr7	53192885	53193241	357	138	36	133.15	9.49	12.25
chr7	53197824	53198272	449	262	54	295.87	15.3	3.3
chr7	54384467	54384655	189	128	17	121.75	17.79	14.46
chr7	54866174	54866638	465	257	97	641.18	25.31	0.99
chr7	54867013	54867329	317	163	30	111.28	10.6	17.72
chr7	54874744	54875112	369	243	90	228.02	7.27	4.75
chr7	54924506	54924752	247	159	45	378.37	42.25	2.32
chr7	55002453	55003078	626	368	287	2323.58	45.64	1.01
chr7	55020676	55021224	549	369	89	374.4	17.83	2.36
chr7	55053899	55054947	1049	824	350	869.85	16.1	0.97
chr7	55091800	55092378	579	293	145	421.79	11.96	2.06
chr7	55100320	55100586	267	160	41	183.85	14.02	6.88
chr7	55109044	55109550	507	188	125	582.38	17.45	1.17
chr7	55110694	55111079	386	191	62	313.99	20.81	3.14
chr7	55167714	55168319	606	175	123	333.01	9.37	2.86
chr7	55778119	55778411	293	154	35	214.66	20.6	5.26
chr7	56405366	56405654	289	126	64	107.68	6.41	19.12
chr7	56563174	56563383	210	155	17	114.3	19.41	16.68
chr7	57292589	57292902	314	130	27	139.87	12.51	11.05
chr7	57730650	57730892	243	122	19	110.66	17.91	17.98
chr7	57867422	57867715	294	139	24	154.86	21.03	9.19
chr7	57990421	57990668	248	191	35	124.79	7.43	13.99
chr7	61268261	61268518	258	183	47	120.45	6.34	14.83
chr7	61304941	61305196	256	134	18	109.64	14.56	18.39
chr7	61398425	61398961	537	199	89	185.53	5.98	6.81
chr7	61455284	61456144	861	493	138	120.03	5.94	14.97
chr7	61525154	61525342	189	113	18	118.92	13.55	15.3
chr7	61623450	61623759	310	175	90	197.3	6.12	5.97
chr7	61634928	61635223	296	147	30	105.55	11.88	20.04
chr7	62041267	62041484	218	168	30	103.5	7.23	21.04
chr7	63208076	63208276	201	108	26	163.83	16.96	8.27
chr7	64349571	64350430	860	629	135	152.77	5.97	9.39
chr7	64697577	64697796	220	66	19	130.74	16.18	12.75
chr7	64897170	64897484	315	166	46	339.83	36.27	2.8
chr7	65049398	65049685	288	106	43	340.1	37.21	2.8
chr7	65188837	65189206	370	194	49	231.68	16.26	4.64
chr7	65250934	65251179	246	93	27	177.88	17.79	7.39
chr7	65711673	65711900	228	80	22	133.43	17.12	12.2
chr7	66264293	66264551	259	131	20	127.51	19.41	13.38
chr7	66398073	66398343	271	121	19	114.57	21.03	16.59
chr7	66733973	66734231	259	105	31	170.15	18.07	7.81
chr7	67076651	67076897	247	126	26	193.3	32.35	6.24
chr7	67128549	67128765	217	63	16	102.44	16.18	21.68
chr7	67794710	67795245	536	271	103	326.26	10.95	2.91
chr7	67833831	67834376	546	309	111	258.08	8.01	3.81
chr7	68165255	68165767	513	416	138	1023.19	26.61	0.95
chr7	68463888	68464206	319	123	62	571.49	64.74	1.2
chr7	68468740	68469115	376	136	41	133.65	6.73	12.17
chr7	68470797	68471111	315	174	73	647.57	57.74	1
chr7	68472883	68473169	287	113	23	117.23	10.45	15.83
chr7	68514482	68514913	432	258	64	260.96	11.92	3.78
chr7	68515414	68515929	516	206	239	1981.41	47.16	0.88
chr7	68561132	68561450	319	151	49	386.9	51.49	2.31
chr7	68652433	68652753	321	181	37	202.44	22	5.7
chr7	68964209	68964420	212	65	28	233.16	24.26	4.64
chr7	69725176	69725453	278	156	25	170.4	25.88	7.78
chr7	71508247	71508606	360	216	61	341.32	20.5	2.78
chr7	71633945	71634343	399	240	72	506.83	31.94	1.61
chr7	71977228	71977540	313	145	47	163.31	10.11	8.31
chr7	71988306	71988786	481	289	71	126.36	7.32	13.62
chr7	72123303	72123612	310	140	27	176.35	23.68	7.45
chr7	72183488	72183761	274	111	25	159.09	14.26	8.7
chr7	72206676	72207108	433	131	45	258.14	16.26	3.81
chr7	72255297	72255999	703	508	99	187.07	7.23	6.75
chr7	72265072	72265393	322	219	44	239.46	15.53	4.46
chr7	72296798	72297043	246	153	40	111.33	7.81	17.72
chr7	72298929	72299257	329	210	49	122.53	8.96	14.34
chr7	72318074	72318285	212	64	25	123.24	9.97	14.21
chr7	72318625	72319296	672	496	309	1357.86	18.9	1.14
chr7	72664920	72665643	724	209	223	578.05	11.44	1.16
chr7	72665855	72666178	324	201	60	230.74	13.35	4.67
chr7	72666627	72667049	423	216	99	437.38	15.1	1.97
chr7	72756645	72759280	2636	1308	959	1033.86	8.67	0.96
chr7	72759371	72759896	526	329	169	255.63	7.19	3.86
chr7	72761200	72761737	538	263	106	167.17	6.57	8.01
chr7	72767679	72768599	921	506	317	482.27	9.87	1.68
chr7	72773679	72774104	426	152	67	161.17	7.5	8.49
chr7	72810801	72811261	461	208	77	564.47	29.36	1.34
chr7	72932918	72933257	340	164	37	146.49	10.84	10.05
chr7	72947187	72947653	467	159	65	136.42	5.42	11.79
chr7	72994089	72994420	332	116	34	164.53	11.74	8.24
chr7	73074788	73076468	1681	679	758	3100	49.92	1.07
chr7	73150577	73150901	325	191	39	119.48	9.09	15.14
chr7	73518375	73519201	827	417	349	2212.44	26.24	0.89
chr7	73529793	73530894	1102	757	749	2094.53	11.6	0.98
chr7	73620913	73621604	692	124	112	395.22	14.94	2.25
chr7	73662561	73662961	401	239	49	179.01	9.7	7.34
chr7	73687891	73688282	392	171	114	354.91	9.54	2.57
chr7	73709336	73709894	559	357	218	131.53	5.13	12.66
chr7	73844644	73844907	264	115	20	125.96	17.79	13.72
chr7	73936848	73937029	182	116	17	124.43	14.56	13.99
chr7	74019171	74019349	179	66	40	203.78	14.91	5.68
chr7	74028836	74029095	260	136	23	156.7	17.79	8.99
chr7	74045992	74046564	573	228	102	277.36	7.19	3.39
chr7	74049970	74050202	233	120	21	140.9	19.76	10.93
chr7	74100398	74100883	486	252	111	541.63	15.81	1.39
chr7	74210896	74211262	367	204	57	144.09	8.13	10.31
chr7	74216638	74216927	290	154	27	124.34	9.03	14.01
chr7	74288777	74288930	154	107	25	232.32	29.12	4.64
chr7	74675035	74675198	164	54	17	108.43	11.61	18.85
chr7	74705961	74706434	474	175	174	542.77	16.44	1.39
chr7	74850879	74851090	212	91	16	103.97	14.56	20.78
chr7	74877312	74877733	422	234	104	129.08	5.42	13.06
chr7	74962404	74962728	325	185	37	141.85	13.13	10.71
chr7	75078745	75079509	765	155	162	826.31	20.46	0.96
chr7	75143223	75143880	658	397	155	377.01	7.25	2.34
chr7	75195532	75195965	434	209	76	216.43	12.36	5.17
chr7	75199893	75200699	807	160	441	3100	47.11	1.07
chr7	75201776	75202222	447	318	58	141.07	8.7	10.89
chr7	75387696	75388147	452	197	98	529.09	23.31	1.44
chr7	75405108	75405548	441	256	95	231.57	8.72	4.65
chr7	75435824	75436193	370	187	37	107.05	8.67	19.33
chr7	75452765	75453405	641	437	80	115.35	4.56	16.39
chr7	75536416	75537020	605	374	310	1807.01	31.46	0.73
chr7	75573399	75573869	471	218	93	198.09	7.9	5.91
chr7	75575627	75576565	939	277	225	950.13	22.91	0.92
chr7	75585497	75585924	428	274	54	282.69	19.68	3.34
chr7	75668961	75669307	347	114	113	238.73	6.93	4.51
chr7	75716492	75716985	494	363	78	313.95	17.79	3.13
chr7	75718183	75718526	344	184	36	132.67	9.11	12.34
chr7	75760604	75760817	214	100	47	140.51	8.86	10.98
chr7	75761368	75762471	1104	288	366	1106.12	11.48	1.04
chr7	75800946	75801397	452	278	58	306.01	19.68	3.2
chr7	75847024	75847645	622	184	136	124.11	4.7	14.06
chr7	75930777	75931118	342	173	56	150.57	9.39	9.63
chr7	75934934	75935701	768	221	135	130.41	4.96	12.87
chr7	76043476	76043942	467	248	194	2085.94	101.9	0.97
chr7	76453415	76453783	369	204	35	103.91	8.71	20.81
chr7	76473187	76473906	720	412	319	376.91	7.1	2.34
chr7	76475136	76475634	499	288	133	319.59	12.43	3
chr7	76477219	76477834	616	414	109	377.25	12.21	2.34
chr7	76794279	76794554	276	121	39	243.68	22	4.33
chr7	76876572	76877015	444	168	113	1140.57	57.65	1.02
chr7	76877316	76877732	417	244	56	448.93	33.97	1.88
chr7	76882743	76883924	1182	219	208	236.79	5.61	4.57
chr7	76922554	76922963	410	221	63	123.96	6.61	14.08
chr7	76946837	76947277	441	271	62	312.72	13.3	3.14
chr7	77005518	77006185	668	513	90	102.37	5.18	21.71
chr7	77016420	77016735	316	175	27	176.92	22.65	7.45
chr7	77051536	77051845	310	165	45	283.03	25.83	3.33
chr7	77259385	77259551	167	85	21	168.39	25.36	7.94
chr7	77301848	77302237	390	194	65	486.8	34.84	1.7
chr7	77306252	77306495	244	138	20	132.38	17.79	12.41
chr7	77368171	77368384	214	86	18	109.79	17.62	18.32
chr7	78760074	78760439	366	268	41	237.83	16.26	4.52
chr7	78774281	78774567	287	154	32	207.38	21.26	5.52
chr7	78775499	78775784	286	153	24	140.45	18.97	10.99
chr7	78929020	78929248	229	135	40	370.99	33.97	2.39
chr7	79677720	79677962	243	139	51	506.27	48.53	1.61
chr7	79802211	79802523	313	154	29	198.17	22.65	5.91
chr7	79852801	79853153	353	150	48	390.4	40.44	2.3
chr7	79930218	79930437	220	156	18	120.78	19.41	14.71
chr7	79966564	79966918	355	145	30	108.91	10.84	18.64
chr7	80064239	80064450	212	147	18	123.54	14.56	14.15
chr7	80079110	80079421	312	156	44	199.99	16.89	5.8
chr7	80097950	80098410	461	326	41	265.42	16.18	3.63
chr7	80101802	80102021	220	107	17	111.04	14.56	17.85
chr7	80156047	80156367	321	135	32	226.24	21.03	4.79
chr7	80189109	80189403	295	170	48	194.54	13.87	6.17
chr7	80189992	80190409	418	152	210	705.24	10.34	0.98
chr7	80238853	80239082	230	126	18	117.49	16.18	15.72
chr7	80248291	80248722	432	223	76	418.96	18.97	2.08
chr7	80248755	80249251	497	166	166	1591.63	67.08	1.17
chr7	80344188	80344517	330	64	33	164.38	10.52	8.24
chr7	80350484	80351122	639	467	129	688.77	20.33	0.99
chr7	80351779	80352298	520	297	72	564.18	38.35	1.34
chr7	80368146	80368444	299	153	23	135.32	22.17	11.94
chr7	80386195	80386691	497	361	121	157.18	4.52	8.93
chr7	80409452	80410173	722	160	114	309.04	10.25	3.15
chr7	80618200	80618523	324	220	34	246.29	21.03	4.25
chr7	80622862	80623503	642	276	243	2077.9	63.63	0.97
chr7	80626713	80627005	293	116	26	161.81	19.97	8.45
chr7	80635245	80635468	224	118	16	100.36	17.79	22.67
chr7	80641072	80641553	482	150	76	333.23	12.34	2.86
chr7	80800788	80801127	340	130	131	981.15	28.85	0.96
chr7	80906342	80906694	353	186	65	517.19	38.88	1.54
chr7	81105546	81105861	316	233	40	137.75	9.15	11.5
chr7	81152155	81152613	459	228	99	346.61	13.66	2.64
chr7	81220707	81220910	204	86	18	113.29	17.62	17.04
chr7	81313685	81313937	253	110	24	160.73	19.22	8.56
chr7	81506819	81507171	353	175	53	450.58	51.76	1.86
chr7	81516610	81517244	635	338	181	701.38	15.7	0.98
chr7	81517256	81517851	596	400	130	412.14	11.53	2.09
chr7	81621635	81621822	188	70	15	102	14.56	21.89
chr7	81634838	81635119	282	108	28	109.69	11.31	18.36
chr7	82504035	82504173	139	76	14	110.16	21.03	18.13
chr7	83489865	83490369	505	186	108	295.37	8.13	3.29
chr7	83628717	83629013	297	137	24	136.85	14.91	11.72
chr7	83917566	83917773	208	146	19	121.31	16.26	14.6
chr7	83996670	83996956	287	118	42	165.4	12.2	8.17
chr7	84121644	84121871	228	149	31	259.69	30.73	3.78
chr7	84169137	84169548	412	296	56	106.16	5.72	19.71
chr7	85098173	85098566	394	236	66	537.08	32.52	1.4
chr7	85162869	85163252	384	248	34	178.3	12.78	7.38
chr7	85200346	85200722	377	155	80	759.9	42.16	0.91
chr7	85695253	85695387	135	64	16	107.35	16.26	19.2
chr7	86692852	86693108	257	92	24	140.83	20.78	10.93
chr7	89698602	89698869	268	78	30	227.65	25.88	4.75
chr7	92053825	92054143	319	142	30	108.77	9.73	18.65
chr7	92112818	92113326	509	155	60	132.06	5.81	12.5
chr7	92162856	92163293	438	188	63	150.6	8.81	9.63
chr7	92165695	92166120	426	262	92	662.56	41.08	0.99
chr7	92194973	92195254	282	137	28	199.93	27.5	5.81
chr7	92217761	92218079	319	167	30	143.96	12.43	10.34
chr7	92219517	92219788	272	97	33	145.54	10.84	10.14
chr7	92258935	92259168	234	63	29	233.02	30.73	4.63
chr7	93596871	93597372	502	321	81	475.38	17.89	1.76
chr7	93768269	93768727	459	157	77	153.38	5.94	9.32
chr7	93835759	93836016	258	152	21	137.5	14.56	11.55
chr7	94047838	94048120	283	121	28	154.49	14.09	9.22
chr7	94231849	94232164	316	178	26	167.07	22.65	8.05
chr7	94731114	94732156	1043	514	266	218.65	6.55	5.11
chr7	94844068	94844539	472	294	45	174.87	10.84	7.52
chr7	94852878	94853228	351	176	37	266.93	29.12	3.58
chr7	94894433	94894860	428	132	77	554.77	20.33	1.37
chr7	94898080	94898672	593	197	162	668.62	18.14	0.99
chr7	94901867	94902990	1124	426	339	311.6	5.12	3.18
chr7	94903660	94904095	436	148	160	880.11	21.5	0.89
chr7	94907042	94907338	297	174	38	146.28	10.09	10.06
chr7	94907635	94907992	358	170	48	143.57	10.7	10.41
chr7	94908188	94908566	379	154	109	573.73	19.43	1.21
chr7	94967988	94968293	306	165	28	132.56	17.22	12.35
chr7	95017055	95017835	781	529	205	1416.39	47.43	1.13
chr7	95063820	95064706	887	526	111	373.61	13.55	2.36
chr7	95075968	95076468	501	332	212	1265.91	27.54	1.11
chr7	95095955	95096813	859	222	333	1302.06	12.04	1.16
chr7	95127112	95127655	544	356	70	492.87	37.94	1.72
chr7	95158733	95159133	401	173	52	289.28	23.49	3.28
chr7	95816762	95817246	485	203	122	1137.93	57.54	1.02
chr7	97395580	97395940	361	178	45	136.95	8.83	11.7
chr7	97583561	97583986	426	148	37	159.46	11.21	8.66
chr7	97641606	97641990	385	163	101	726.6	41.71	0.9
chr7	97711438	97711873	436	270	74	360.88	17.21	2.52
chr7	97713117	97713477	361	234	63	345.66	16.73	2.67
chr7	97824979	97825262	284	90	39	189.53	16.54	6.56
chr7	97886063	97886589	527	247	170	286.57	7.88	3.31
chr7	98037218	98037645	428	218	73	526.48	36.37	1.46
chr7	98531796	98532011	216	104	23	120.16	17.16	14.92
chr7	98542448	98542823	376	199	53	279.99	24	3.39
chr7	98544654	98545039	386	166	47	163.33	11.92	8.31
chr7	98545346	98545598	253	134	29	167.39	20.08	7.97
chr7	98547154	98547390	237	119	22	117.26	11.61	15.81
chr7	98631667	98631906	240	158	21	109.99	11.92	18.23
chr7	98643485	98643811	327	195	70	280.02	10.35	3.39
chr7	98645451	98646213	763	567	125	421.49	14.18	2.06
chr7	99134800	99135073	274	134	25	117.62	12.15	15.7
chr7	99230311	99231035	725	450	108	518.64	23.04	1.52
chr7	99262808	99263115	308	173	41	328.87	41.05	2.88
chr7	99439442	99439786	345	222	38	126.28	7.29	13.62
chr7	99542881	99543411	531	360	63	143.81	7.93	10.35
chr7	99593951	99594473	523	382	87	104.86	5.49	20.41
chr7	99652758	99653064	307	106	48	100.13	6.89	22.76
chr7	99678923	99679465	543	291	227	1129.87	20.26	1.08
chr7	99680466	99681092	627	265	281	1086.56	12.77	1.02
chr7	99681928	99682410	483	176	202	363.53	6.26	2.53
chr7	99682646	99683409	764	347	315	492.62	7.13	1.72
chr7	99699538	99699917	380	164	57	130.26	9.97	12.91
chr7	99700115	99700851	737	434	104	139.6	6.41	11.13
chr7	99705130	99706406	1277	377	546	637.35	7.77	1.01
chr7	99920844	99921429	586	254	89	220.51	9.78	5
chr7	99939044	99939285	242	94	25	150.92	19.75	9.59
chr7	99979919	99980196	278	142	32	145.74	11.83	10.12
chr7	99981188	99981999	812	399	295	1410.18	20.54	1.22
chr7	99982558	99982817	260	173	31	129.22	9.6	13.02
chr7	100237471	100238123	653	388	102	102.74	5.42	21.51
chr7	100413450	100414106	657	209	77	319.12	16.97	3
chr7	100428331	100429113	783	653	104	352.75	9.75	2.55
chr7	100432520	100432827	308	181	30	134.18	13.55	12.09
chr7	100451684	100452104	421	246	58	240.39	12.37	4.45
chr7	100529972	100531039	1068	429	532	1401.91	14.56	1.21
chr7	100538960	100539486	527	214	73	163.72	6.44	8.28
chr7	100542080	100542648	569	272	244	1821.2	35.39	0.75
chr7	100547142	100547869	728	476	263	582.46	10.03	1.17
chr7	100548112	100548743	632	441	156	547.43	13.65	1.38
chr7	100551926	100552318	393	165	54	116.49	6.49	15.96
chr7	100556080	100557290	1211	884	375	718.1	9.35	0.97
chr7	100592788	100594045	1258	445	254	209.42	10.56	5.47
chr7	100595343	100595753	411	224	93	128.13	5.73	13.27
chr7	100607761	100608042	282	121	39	174.15	14.78	7.53
chr7	100622347	100622768	422	181	100	473.7	18.35	1.75
chr7	100803960	100804243	284	163	36	121.83	11.33	14.42
chr7	100831971	100832511	541	254	125	500.08	12.02	1.66
chr7	101209312	101209572	261	81	29	125.91	11.41	13.72
chr7	101244010	101244622	613	317	113	126.46	4.32	13.61
chr7	101286722	101287291	570	220	152	209.46	5.38	5.47
chr7	101305372	101305767	396	179	99	785.36	41.76	0.9
chr7	101312530	101313579	1050	409	478	1115.39	8.81	1.06
chr7	101336827	101337167	341	165	35	136.87	13.37	11.72
chr7	101371646	101372365	720	341	289	2198.39	43.04	0.87
chr7	101378638	101379005	368	154	54	292.3	18.5	3.28
chr7	101426252	101426606	355	161	38	122.56	9.53	14.35
chr7	101438482	101438826	345	187	40	144.15	10.45	10.31
chr7	101442536	101442786	251	111	28	152.65	14.18	9.43
chr7	101442867	101443339	473	293	81	544.68	23.77	1.4
chr7	101465109	101465337	229	78	25	170.43	21.33	7.78
chr7	101493774	101494246	473	267	129	637.49	17.04	1.01
chr7	101494402	101494956	555	224	140	360.62	9.41	2.52
chr7	101551503	101551904	402	219	57	205.99	12.32	5.62
chr7	101555087	101555620	534	216	72	130.96	4.82	12.73
chr7	101559672	101559957	286	127	36	112.32	9.65	17.4
chr7	101564373	101564827	455	173	153	214.87	6.78	5.26
chr7	101736941	101737637	697	213	123	291.91	9.13	3.29
chr7	101930402	101931141	740	394	308	875.6	15.97	0.93
chr7	101949812	101950234	423	196	71	241.76	13.15	4.39
chr7	102002196	102002445	250	142	21	140.21	22.65	10.98
chr7	102003025	102003354	330	193	62	581.33	40.44	1.16
chr7	102039531	102040030	500	289	85	292.73	8.85	3.29
chr7	102110595	102110877	283	153	28	199.52	21.03	5.82
chr7	102176819	102177262	444	360	77	354.82	14.09	2.57
chr7	102288055	102288260	206	63	20	119.24	12.78	15.18
chr7	102303464	102303902	439	226	55	113.72	6.57	16.95
chr7	102416861	102417202	342	182	45	316.62	30.49	3.07
chr7	104624132	104624404	273	161	26	128.22	15.3	13.25
chr7	104645621	104645948	328	164	42	254.64	30.49	3.9
chr7	104646696	104646915	220	91	17	103.54	14.52	21.02
chr7	104647152	104647447	296	122	80	838.42	64.15	0.97
chr7	104647507	104647744	238	120	20	130.08	21.48	12.92
chr7	104676520	104676951	432	224	93	912.97	56.61	0.87
chr7	104684482	104684853	372	227	92	922.28	65.04	0.89
chr7	104792473	104792811	339	181	39	241.9	22.07	4.39
chr7	104795205	104795571	367	189	61	290.98	20.91	3.3
chr7	104889279	104889573	295	78	42	295.03	25.55	3.29
chr7	104940056	104940406	351	207	63	376.99	22.91	2.34
chr7	105104990	105105268	279	137	28	120.09	13.16	14.95
chr7	105123604	105123843	240	139	24	143.85	16.5	10.34
chr7	105542489	105542981	493	156	49	131.89	10.03	12.54
chr7	105624210	105624740	531	114	81	414.15	15.55	2.1
chr7	105626724	105627085	362	193	39	217.16	19.01	5.16
chr7	105634483	105634918	436	259	161	1287.87	51.28	1.14
chr7	105644061	105644459	399	187	44	253.47	18.68	3.91
chr7	105644743	105645405	663	296	338	2971.88	63.92	1.44
chr7	105646866	105647097	232	101	25	109.52	9.44	18.42
chr7	105712433	105713354	922	649	226	113.68	3.17	16.96
chr7	105803745	105804142	398	123	93	568.34	18.67	1.23
chr7	105805491	105806203	713	365	289	1165.55	16.47	1.05
chr7	105844930	105845382	453	261	60	363.42	18.29	2.52
chr7	105845790	105846179	390	217	82	771.94	77.57	0.93
chr7	105852695	105853030	336	149	59	172.06	10.08	7.67
chr7	105876580	105877303	724	180	134	472.73	15.49	1.75
chr7	105913678	105913890	213	133	17	113.31	14.56	17.05
chr7	107213693	107213885	193	83	28	227.37	25.23	4.75
chr7	107239676	107240006	331	173	45	367.33	45.29	2.43
chr7	107399626	107400182	557	228	186	1948.1	85.72	0.86
chr7	107442803	107443085	283	115	33	168.42	13.55	7.94
chr7	107455792	107456131	340	234	39	173.47	12.57	7.55
chr7	107627818	107628284	467	235	191	1810.93	57.73	0.74
chr7	107639098	107639627	530	235	99	128.88	5.85	13.1
chr7	107662608	107663693	1086	347	260	2068	38.72	0.95
chr7	107673788	107674425	638	170	143	473.72	9.64	1.75
chr7	107675888	107676224	337	173	92	611.17	34.17	1.13
chr7	107710870	107711249	380	258	37	190.6	12.51	6.45
chr7	107712137	107712588	452	190	56	215.71	10.24	5.23
chr7	107727300	107727603	304	204	34	209.49	17.42	5.47
chr7	107729725	107730175	451	115	49	335.03	20.7	2.82
chr7	107736553	107737010	458	199	144	1542.33	96.72	1.1
chr7	107786188	107786565	378	183	44	147.05	9.21	10.03
chr7	107841451	107842137	687	465	179	1150.56	42.76	1.04
chr7	107842408	107842674	267	130	26	114.44	11.38	16.64
chr7	107869736	107870006	271	122	24	102.94	11.98	21.42
chr7	107877689	107878026	338	196	45	309.06	37.34	3.15
chr7	107895100	107895394	295	124	31	226.49	21.03	4.8
chr7	109637052	109637343	292	132	31	227.79	32.35	4.76
chr7	109950081	109950455	375	190	42	102.96	9.84	21.41
chr7	110104717	110104989	273	180	27	130.52	10.84	12.84
chr7	110336329	110336729	401	172	97	961.97	73.91	0.93
chr7	110350264	110350505	242	126	19	116.34	14.78	15.98
chr7	111587718	111588487	770	247	326	3132.36	58.31	0
chr7	111589405	111589883	479	194	209	1273.38	27.54	1.12
chr7	111850193	111850572	380	178	45	158	11.78	8.85
chr7	114057101	114057338	238	115	22	113.63	12.2	16.96
chr7	114187933	114188210	278	151	24	160.32	25.88	8.58
chr7	114287524	114287804	281	141	21	130.22	19.41	12.91
chr7	114433252	114433646	395	173	47	126.58	7.91	13.6
chr7	114441188	114441497	310	178	27	179.02	29.12	7.33
chr7	114725037	114725204	168	78	19	131.73	18.76	12.6
chr7	115638597	115639020	424	247	76	243.5	11.67	4.32
chr7	115696764	115697109	346	179	36	184.03	16.36	6.89
chr7	115699159	115699675	517	227	290	2377	49.66	1.07
chr7	115700558	115700986	429	217	64	182.76	9.45	7.02
chr7	115733392	115733665	274	166	26	122.2	11.74	14.39
chr7	115744470	115745007	538	230	259	1807.39	29.12	0.74
chr7	115766955	115767278	324	189	65	626.24	43.67	1.03
chr7	115782286	115782924	639	323	93	297.19	10.11	3.22
chr7	115862134	115862450	317	190	42	332.2	34.07	2.85
chr7	115873799	115874087	289	104	59	552.62	48.78	1.36
chr7	115897791	115898240	450	262	76	668.74	49.42	0.99
chr7	115951759	115952595	837	410	235	332.22	6.82	2.85
chr7	115953340	115954220	881	170	193	148.46	7.37	9.88
chr7	115981821	115982199	379	170	60	466.24	37.73	1.77
chr7	115997036	115997294	259	144	19	118.05	17.79	15.58
chr7	115998770	115999284	515	227	166	1711.45	77.55	0.79
chr7	116005870	116006102	233	147	21	103.66	12.66	20.96
chr7	116058201	116058532	332	207	56	180.57	10.35	7.22
chr7	116060750	116061198	449	221	168	1779.81	86.49	0.86
chr7	116133862	116134162	301	181	57	365.59	24	2.48
chr7	116151238	116151488	251	120	34	127.51	11.69	13.38
chr7	116301012	116301275	264	140	24	140.45	15.01	10.99
chr7	116399963	116400322	360	213	53	199.73	12.32	5.8
chr7	116995163	116995489	327	108	42	318.76	29.57	3.03
chr7	117009483	117010027	545	288	126	348.11	9.86	2.61
chr7	117023607	117023846	240	147	18	107.78	14.78	19.08
chr7	117084755	117085059	305	174	29	147.65	15.24	9.97
chr7	117110444	117110718	275	173	27	109.57	11.83	18.42
chr7	117484726	117485098	373	213	54	377.12	31.36	2.34
chr7	118528146	118528464	319	175	35	157.66	15.49	8.9
chr7	120755823	120756292	470	259	67	422.94	28.46	2.06
chr7	120972162	120972450	289	143	19	109.66	17.79	18.38
chr7	123197765	123198010	246	118	24	147.22	13.76	10.01
chr7	123993865	123994171	307	114	45	239.24	16.26	4.51
chr7	125086042	125086223	182	75	15	104.03	14.56	20.78
chr7	127616268	127616613	346	188	36	105.36	7.87	20.15
chr7	127694000	127694324	325	174	28	109.47	8.13	18.46
chr7	127831342	127832068	727	522	173	799.45	16.47	0.92
chr7	127858391	127858849	459	269	157	427.69	8.79	2.04
chr7	127861636	127862038	403	213	71	299.98	16.26	3.24
chr7	127862162	127862957	796	575	144	410.6	11.06	2.1
chr7	127882736	127883615	880	315	272	291.78	7.5	3.29
chr7	129280842	129281129	288	85	31	218.09	23.65	5.13
chr7	129304441	129304795	355	223	40	297.85	30.73	3.22
chr7	129325894	129326247	354	145	64	543.93	53.29	1.4
chr7	129333854	129334257	404	210	52	287.77	21.68	3.29
chr7	129385702	129386077	376	184	110	465.14	13.3	1.77
chr7	129401163	129401718	556	177	56	296.3	16.37	3.27
chr7	130188859	130189471	613	520	72	311.82	17	3.16
chr7	130203423	130203773	351	171	39	121.51	8.92	14.56
chr7	130215891	130216459	569	352	251	2308.96	74.56	0.99
chr7	130225800	130226410	611	445	136	621.29	26.24	1.12
chr7	130226780	130227092	313	174	37	101.58	7.89	22.09
chr7	130229384	130229957	574	220	254	590.01	10.99	1.12
chr7	130236540	130236984	445	238	102	277.15	8.74	3.4
chr7	130253509	130253874	366	170	58	267.21	15.1	3.58
chr7	130254149	130254467	319	195	42	200.17	16.26	5.79
chr7	130260713	130261098	386	144	36	108.81	8.43	18.63
chr7	130265543	130266089	547	251	105	735.54	28.64	0.92
chr7	130277398	130277860	463	161	154	1272.42	58.39	1.12
chr7	130330033	130330394	362	151	104	767.84	40.65	0.92
chr7	130331495	130331964	470	202	97	679.6	36.8	1.01
chr7	130332160	130332522	363	174	44	256.33	26.42	3.84
chr7	130342662	130343033	372	197	48	248.03	17.89	4.15
chr7	130350350	130350767	418	173	68	408.55	21.46	2.16
chr7	130424478	130424914	437	171	102	994.93	76.87	0.92
chr7	130444980	130445833	854	260	148	111.58	5.37	17.55
chr7	130446429	130446855	427	198	77	294.37	11.34	3.29
chr7	130447097	130447431	335	108	87	436.35	15.45	1.98
chr7	130480290	130480759	470	319	123	1163.45	68.27	1.05
chr7	130480996	130481348	353	179	39	237.86	25.92	4.52
chr7	130493120	130493537	418	170	87	563.69	23.65	1.33
chr7	130522090	130522516	427	195	95	631.96	31.21	1.04
chr7	130546897	130547064	168	89	32	313.09	43.67	3.15
chr7	130560796	130561296	501	268	118	281.07	10.27	3.37
chr7	130570891	130571292	402	183	69	308.84	13.64	3.14
chr7	130579483	130579912	430	173	75	338.56	16.79	2.79
