"","age","animal.Alive","animal.Background","animal.Cause_of_Death","animal.Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","experiment.time","id","values","Dexamethasone","Treatment"
"420",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Grip Strength (4 Paw)","2015-03-31","fed","15:30:00",32264,"2210,1850,2320,2230,1860",TRUE,"Dexamethasone"
"421",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Total Fat Mass","2015-03-31","fed","15:30:00",32313,"1860",TRUE,"Dexamethasone"
"422",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Lean Mass","2015-03-31","fed","15:30:00",32314,"20540",TRUE,"Dexamethasone"
"423",177,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Plasma Glucose","2015-04-08","fasted","14:30:00",33977,"98,144,96,134,84,85,121,0,75",TRUE,"Dexamethasone"
"424",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Body Weight","2015-04-07","fed",NA,34113,"22900",TRUE,"Dexamethasone"
"425",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Grip Strength (4 Paw)","2015-04-07","fed",NA,34127,"1850,1540,1700,1760,1940",TRUE,"Dexamethasone"
"426",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Body Weight","2015-04-14","fed",NA,34161,"22700",TRUE,"Dexamethasone"
"427",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Grip Strength (4 Paw)","2015-04-14","fed",NA,34206,"2600,2660,2240,2100,2370",TRUE,"Dexamethasone"
"428",184,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Plasma Glucose","2015-04-15","fasted","14:30:00",34229,"123,68,64,53,45,24,21,21,35",TRUE,"Dexamethasone"
"429",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Total Fat Mass","2015-04-14","fed",NA,34551,"1600",TRUE,"Dexamethasone"
"430",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Lean Mass","2015-04-14","fed",NA,34552,"20280",TRUE,"Dexamethasone"
"431",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Total Fat Mass","2015-04-07","fed","15:15:00",34760,"1920",TRUE,"Dexamethasone"
"432",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Lean Mass","2015-04-07","fed","15:15:00",34761,"20040",TRUE,"Dexamethasone"
"433",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Body Weight","2015-04-21","fed",NA,36523,"22500",TRUE,"Dexamethasone"
"434",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Total Fat Mass","2015-04-21","fed",NA,36563,"1840",TRUE,"Dexamethasone"
"435",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Lean Mass","2015-04-21","fed",NA,36564,"19830",TRUE,"Dexamethasone"
"436",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Body Weight","2015-03-11","fed","13:30:00",29276,"32300",TRUE,"Dexamethasone"
"437",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Grip Strength (4 Paw)","2015-03-11","fed","13:30:00",29317,"2390,1940,2590,1930,1890",TRUE,"Dexamethasone"
"438",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Total Fat Mass","2015-03-11","fed","13:30:00",29544,"1970",TRUE,"Dexamethasone"
"439",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Lean Mass","2015-03-11","fed","13:30:00",29545,"29390",TRUE,"Dexamethasone"
"440",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Grip Strength (4 Paw)","2015-03-17","fed","12:00:00",29996,"2230,2330,1990,2070,2390",TRUE,"Dexamethasone"
"441",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Total Fat Mass","2015-03-17","fed","12:00:00",30090,"2160",TRUE,"Dexamethasone"
"442",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Lean Mass","2015-03-17","fed","12:00:00",30091,"25930",TRUE,"Dexamethasone"
"443",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Body Weight","2015-03-17","fed","12:00:00",30123,"28600",TRUE,"Dexamethasone"
"444",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Body Weight","2015-03-24","fed","15:30:00",31260,"29000",TRUE,"Dexamethasone"
"445",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Total Fat Mass","2015-03-24","fed","15:30:00",31324,"1870",TRUE,"Dexamethasone"
"446",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Lean Mass","2015-03-24","fed","15:30:00",31325,"26310",TRUE,"Dexamethasone"
"447",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Grip Strength (4 Paw)","2015-03-24","fed","15:30:00",31351,"1460,1780,1840,1620,1420",TRUE,"Dexamethasone"
"448",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Body Weight","2015-03-31","fed","15:30:00",32250,"29100",TRUE,"Dexamethasone"
"449",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Grip Strength (4 Paw)","2015-03-31","fed","15:30:00",32266,"2020,2120,1980,1940,2080",TRUE,"Dexamethasone"
"450",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Total Fat Mass","2015-03-31","fed","15:30:00",32317,"2570",TRUE,"Dexamethasone"
"451",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Lean Mass","2015-03-31","fed","15:30:00",32318,"25850",TRUE,"Dexamethasone"
"452",177,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Plasma Glucose","2015-04-08","fasted","14:30:00",33975,"112,127,102,122,109,118,129,0,97",TRUE,"Dexamethasone"
"453",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Body Weight","2015-04-07","fed",NA,34112,"28000",TRUE,"Dexamethasone"
"454",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Grip Strength (4 Paw)","2015-04-07","fed",NA,34129,"1690,1810,1360,1340,1930",TRUE,"Dexamethasone"
"455",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Body Weight","2015-04-14","fed",NA,34160,"28100",TRUE,"Dexamethasone"
"456",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Grip Strength (4 Paw)","2015-04-14","fed",NA,34205,"3250,2920,2930,2830,2540",TRUE,"Dexamethasone"
"457",184,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Plasma Glucose","2015-04-15","fasted","14:30:00",34228,"120,74,53,44,20,20",TRUE,"Dexamethasone"
"458",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Total Fat Mass","2015-04-14","fed",NA,34545,"2550",TRUE,"Dexamethasone"
"459",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Lean Mass","2015-04-14","fed",NA,34546,"24580",TRUE,"Dexamethasone"
"460",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Total Fat Mass","2015-04-07","fed","15:15:00",34764,"2260",TRUE,"Dexamethasone"
"461",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Lean Mass","2015-04-07","fed","15:15:00",34765,"24430",TRUE,"Dexamethasone"
"462",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Body Weight","2015-04-21","fed",NA,36522,"26900",TRUE,"Dexamethasone"
"463",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Total Fat Mass","2015-04-21","fed",NA,36559,"1830",TRUE,"Dexamethasone"
"464",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3049,191,8085,"C57BL/6J","Lean Mass","2015-04-21","fed",NA,36560,"24170",TRUE,"Dexamethasone"
"465",149,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Body Weight","2015-03-11","fed","13:30:00",29280,"29600",TRUE,"Dexamethasone"
"466",149,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Grip Strength (4 Paw)","2015-03-11","fed","13:30:00",29333,"3120,2690,2140,2830,3490",TRUE,"Dexamethasone"
"467",149,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Total Fat Mass","2015-03-11","fed","13:30:00",29562,"3760",TRUE,"Dexamethasone"
"468",149,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Lean Mass","2015-03-11","fed","13:30:00",29563,"25100",TRUE,"Dexamethasone"
"469",155,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Grip Strength (4 Paw)","2015-03-17","fed","12:00:00",30012,"2100,2050,1640,2100,1880",TRUE,"Dexamethasone"
"470",155,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Total Fat Mass","2015-03-17","fed","12:00:00",30094,"3590",TRUE,"Dexamethasone"
"471",155,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Lean Mass","2015-03-17","fed","12:00:00",30095,"23530",TRUE,"Dexamethasone"
"472",155,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Body Weight","2015-03-17","fed","12:00:00",30128,"27900",TRUE,"Dexamethasone"
"473",162,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Body Weight","2015-03-24","fed","15:30:00",31262,"27300",TRUE,"Dexamethasone"
"474",162,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Total Fat Mass","2015-03-24","fed","15:30:00",31328,"3790",TRUE,"Dexamethasone"
"475",162,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Lean Mass","2015-03-24","fed","15:30:00",31329,"22930",TRUE,"Dexamethasone"
"476",162,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Grip Strength (4 Paw)","2015-03-24","fed","15:30:00",31466,"2450,2550,2290,2480,2140",TRUE,"Dexamethasone"
"477",169,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Body Weight","2015-03-31","fed","15:30:00",32252,"27100",TRUE,"Dexamethasone"
"478",169,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Grip Strength (4 Paw)","2015-03-31","fed","15:30:00",32281,"2620,2750,2130,2230,2080",TRUE,"Dexamethasone"
"479",169,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Total Fat Mass","2015-03-31","fed","15:30:00",32327,"4320",TRUE,"Dexamethasone"
"480",169,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Lean Mass","2015-03-31","fed","15:30:00",32330,"22370",TRUE,"Dexamethasone"
"481",177,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Plasma Glucose","2015-04-08","fasted","14:30:00",33981,"113,111,98,117,119,143,142,0,90",TRUE,"Dexamethasone"
"482",176,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Body Weight","2015-04-07","fed",NA,34114,"26300",TRUE,"Dexamethasone"
"483",176,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Grip Strength (4 Paw)","2015-04-07","fed",NA,34141,"2290,2990,2240,2440,2390",TRUE,"Dexamethasone"
"484",183,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Body Weight","2015-04-14","fed",NA,34162,"26700",TRUE,"Dexamethasone"
"485",183,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Grip Strength (4 Paw)","2015-04-14","fed",NA,34207,"2910,2760,3050,2700,2490",TRUE,"Dexamethasone"
"486",184,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Plasma Glucose","2015-04-15","fasted","14:30:00",34231,"82,70,50,28,20,20,20",TRUE,"Dexamethasone"
"487",183,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Total Fat Mass","2015-04-14","fed",NA,34553,"4230",TRUE,"Dexamethasone"
"488",183,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Lean Mass","2015-04-14","fed",NA,34554,"21960",TRUE,"Dexamethasone"
"489",176,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Total Fat Mass","2015-04-07","fed","15:15:00",34768,"3870",TRUE,"Dexamethasone"
"490",176,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Lean Mass","2015-04-07","fed","15:15:00",34769,"21690",TRUE,"Dexamethasone"
"491",190,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Body Weight","2015-04-21","fed",NA,36524,"26000",TRUE,"Dexamethasone"
"492",190,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Total Fat Mass","2015-04-21","fed",NA,36565,"3620",TRUE,"Dexamethasone"
"493",190,TRUE,"C57BL/6J","",NA,"M","+/+",3051,200,8086,"C57BL/6J","Lean Mass","2015-04-21","fed",NA,36566,"21980",TRUE,"Dexamethasone"
"494",149,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Body Weight","2015-03-11","fed","13:30:00",29283,"29400",TRUE,"Dexamethasone"
"495",149,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Grip Strength (4 Paw)","2015-03-11","fed","13:30:00",29338,"2840,3160,2560,2600,2380",TRUE,"Dexamethasone"
"496",149,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Total Fat Mass","2015-03-11","fed","13:30:00",29577,"3540",TRUE,"Dexamethasone"
"497",149,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Lean Mass","2015-03-11","fed","13:30:00",29578,"25150",TRUE,"Dexamethasone"
"498",155,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Grip Strength (4 Paw)","2015-03-17","fed","12:00:00",30000,"2270,2140,1680,2430,2060",TRUE,"Dexamethasone"
"499",155,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Total Fat Mass","2015-03-17","fed","12:00:00",30096,"2930",TRUE,"Dexamethasone"
"500",155,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Lean Mass","2015-03-17","fed","12:00:00",30097,"23160",TRUE,"Dexamethasone"
"501",155,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Body Weight","2015-03-17","fed","12:00:00",30127,"27100",TRUE,"Dexamethasone"
"502",162,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Body Weight","2015-03-24","fed","15:30:00",31263,"26900",TRUE,"Dexamethasone"
"503",162,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Total Fat Mass","2015-03-24","fed","15:30:00",31330,"3380",TRUE,"Dexamethasone"
"504",162,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Lean Mass","2015-03-24","fed","15:30:00",31331,"22890",TRUE,"Dexamethasone"
"505",162,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Grip Strength (4 Paw)","2015-03-24","fed","15:30:00",31467,"2540,2830,2200,2060,2400",TRUE,"Dexamethasone"
"506",169,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Body Weight","2015-03-31","fed","15:30:00",32253,"26800",TRUE,"Dexamethasone"
"507",169,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Grip Strength (4 Paw)","2015-03-31","fed","15:30:00",32280,"2830,2050,2490,2660,2330",TRUE,"Dexamethasone"
"508",169,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Total Fat Mass","2015-03-31","fed","15:30:00",32323,"3950",TRUE,"Dexamethasone"
"509",169,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Lean Mass","2015-03-31","fed","15:30:00",32325,"22120",TRUE,"Dexamethasone"
"510",177,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Plasma Glucose","2015-04-08","fasted","14:30:00",33984,"118,137,132,99,132,115,120,0,66",TRUE,"Dexamethasone"
"511",176,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Body Weight","2015-04-07","fed",NA,34115,"25900",TRUE,"Dexamethasone"
"512",176,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Grip Strength (4 Paw)","2015-04-07","fed",NA,34142,"2430,2250,2340,3060,2230",TRUE,"Dexamethasone"
"513",183,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Body Weight","2015-04-14","fed",NA,34163,"25700",TRUE,"Dexamethasone"
"514",183,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Grip Strength (4 Paw)","2015-04-14","fed",NA,34208,"2720,3160,2440,2540,2470",TRUE,"Dexamethasone"
"515",184,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Plasma Glucose","2015-04-15","fasted","14:30:00",34234,"114,144,107,84,117,80,68,37,44",TRUE,"Dexamethasone"
"516",183,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Total Fat Mass","2015-04-14","fed",NA,34559,"3320",TRUE,"Dexamethasone"
"517",183,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Lean Mass","2015-04-14","fed",NA,34560,"21530",TRUE,"Dexamethasone"
"518",176,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Total Fat Mass","2015-04-07","fed","15:15:00",34772,"3510",TRUE,"Dexamethasone"
"519",176,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Lean Mass","2015-04-07","fed","15:15:00",34773,"21380",TRUE,"Dexamethasone"
"520",190,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Body Weight","2015-04-21","fed",NA,36525,"25500",TRUE,"Dexamethasone"
"521",190,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Total Fat Mass","2015-04-21","fed",NA,36569,"3340",TRUE,"Dexamethasone"
"522",190,TRUE,"C57BL/6J","",NA,"M","+/+",3052,200,8087,"C57BL/6J","Lean Mass","2015-04-21","fed",NA,36570,"21700",TRUE,"Dexamethasone"
"523",149,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Body Weight","2015-03-11","fed","13:30:00",29281,"29100",TRUE,"Dexamethasone"
"524",149,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Grip Strength (4 Paw)","2015-03-11","fed","13:30:00",29341,"2320,2440,2320,2250,2440",TRUE,"Dexamethasone"
"525",149,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Total Fat Mass","2015-03-11","fed","13:30:00",29566,"2870",TRUE,"Dexamethasone"
"526",149,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Lean Mass","2015-03-11","fed","13:30:00",29568,"25570",TRUE,"Dexamethasone"
"527",155,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Grip Strength (4 Paw)","2015-03-17","fed","12:00:00",30018,"2140,1790,2020,2330,1830",TRUE,"Dexamethasone"
"528",155,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Total Fat Mass","2015-03-17","fed","12:00:00",30098,"2840",TRUE,"Dexamethasone"
"529",155,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Lean Mass","2015-03-17","fed","12:00:00",30099,"23650",TRUE,"Dexamethasone"
"530",155,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Body Weight","2015-03-17","fed","12:00:00",30129,"27300",TRUE,"Dexamethasone"
"531",162,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Body Weight","2015-03-24","fed","15:30:00",31265,"27300",TRUE,"Dexamethasone"
"532",162,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Total Fat Mass","2015-03-24","fed","15:30:00",31332,"3880",TRUE,"Dexamethasone"
"533",162,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Lean Mass","2015-03-24","fed","15:30:00",31333,"22740",TRUE,"Dexamethasone"
"534",162,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Grip Strength (4 Paw)","2015-03-24","fed","15:30:00",31468,"2730,2030,2380,2000,2040",TRUE,"Dexamethasone"
"535",169,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Body Weight","2015-03-31","fed","15:30:00",32254,"27600",TRUE,"Dexamethasone"
"536",169,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Grip Strength (4 Paw)","2015-03-31","fed","15:30:00",32282,"2480,2340,2660,2760,2400",TRUE,"Dexamethasone"
"537",169,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Total Fat Mass","2015-03-31","fed","15:30:00",32333,"4510",TRUE,"Dexamethasone"
"538",169,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Lean Mass","2015-03-31","fed","15:30:00",32344,"22400",TRUE,"Dexamethasone"
"539",177,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Plasma Glucose","2015-04-08","fasted","14:30:00",33989,"116,92,108,109,109,114,99,0,69",TRUE,"Dexamethasone"
"540",176,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Body Weight","2015-04-07","fed",NA,34116,"27000",TRUE,"Dexamethasone"
"541",176,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Grip Strength (4 Paw)","2015-04-07","fed",NA,34137,"2230,2400,2180,2680,2480",TRUE,"Dexamethasone"
"542",183,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Body Weight","2015-04-14","fed",NA,34164,"26400",TRUE,"Dexamethasone"
"543",183,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Grip Strength (4 Paw)","2015-04-14","fed",NA,34209,"2480,2300,1980,2690,2310",TRUE,"Dexamethasone"
"544",184,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Plasma Glucose","2015-04-15","fasted","14:30:00",34232,"92,72,75,70,44,37,36,60,47",TRUE,"Dexamethasone"
"545",183,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Total Fat Mass","2015-04-14","fed",NA,34555,"4140",TRUE,"Dexamethasone"
"546",183,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Lean Mass","2015-04-14","fed",NA,34556,"21770",TRUE,"Dexamethasone"
"547",176,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Total Fat Mass","2015-04-07","fed","15:15:00",34766,"4470",TRUE,"Dexamethasone"
"548",176,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Lean Mass","2015-04-07","fed","15:15:00",34767,"21790",TRUE,"Dexamethasone"
"549",190,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Body Weight","2015-04-21","fed",NA,36526,"26200",TRUE,"Dexamethasone"
"550",190,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Total Fat Mass","2015-04-21","fed",NA,36567,"3990",TRUE,"Dexamethasone"
"551",190,TRUE,"C57BL/6J","",NA,"M","+/+",3053,200,8088,"C57BL/6J","Lean Mass","2015-04-21","fed",NA,36568,"21320",TRUE,"Dexamethasone"
"552",149,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Body Weight","2015-03-11","fed","13:30:00",29282,"28400",TRUE,"Dexamethasone"
"553",149,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Grip Strength (4 Paw)","2015-03-11","fed","13:30:00",29345,"2820,2180,2520,2480,2390",TRUE,"Dexamethasone"
"554",149,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Total Fat Mass","2015-03-11","fed","13:30:00",29573,"2470",TRUE,"Dexamethasone"
"555",149,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Lean Mass","2015-03-11","fed","13:30:00",29574,"25290",TRUE,"Dexamethasone"
"556",155,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Grip Strength (4 Paw)","2015-03-17","fed","12:00:00",29999,"1900,1940,2140,1970,1770",TRUE,"Dexamethasone"
"557",155,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Total Fat Mass","2015-03-17","fed","12:00:00",30100,"1740",TRUE,"Dexamethasone"
"558",155,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Lean Mass","2015-03-17","fed","12:00:00",30101,"23040",TRUE,"Dexamethasone"
